Clean_Reviews,Sentiment_label
un shirts mein umdah miyaar ki roi hoti hai aur zabardast silai hoti hai jis se yeh paidaar aur kandhoon aur seenay ke gird bilkul foot hojata hai rang ka miyaar bhi bohat ameer aur behtar hai aur majmoi tor par khidmat ke sath sath yeh qmizin har jagah istemaal ki ja sakti hain mein iss pack paish karta hai mukhtalif qisam ke se mohabbat karta hon,2
samaan acha hai lekin masla hai ke woh mujhe safaid ki jagah peelay rang bhaijtay hain,2
mein ne jaali saazi ki numayesh karte hue wazeh tor par tasaveer paish ki tea shirts behtareen miyaar ke thay lekin iss ka label phataa sun hwa tha aur iss ke oopar x ail astikr chaspan kya gaya tha,1
chez achi h aur keemat b munasib hai,2
bhuri rang aur siyah rang se pyar karna yeh mere bohat saaray kapron ke sath jata hai iss ke ilawa gehray rang aam tor par meri jald ke sath uch ie hotay hain,2
yeh dono jackets bohat uch fit foot hain aur mein mad of ke intikhab se bohat khush hon waqai mein garam aur rangon mein jo hain aur har rang ke sath iss ki tareef ki gayi hai,2
dono se mutmaen agarchay aik kaali rang ka rang dhundlaa sun hwa lagta hai quality uch and aur garam hai agarchay tareef,2
dono head achi aur aram da hain khush hai ke unhon nay sahih size diya yeh siyah faam thora bara hai lekin mere liye koi masla nahi hai garam aram da aur har terhan ki aqsam ke sath uch good hai kapray,2
chez achi ny hai,2
mein ne siyah aur bhuri rang ka order diya lekin kalay rang ko bar amad nahi kya,0
dono bohat achay hain aur mein vaqata them inhen pasand karta hon,2
wohi nahi tha jaisa ke sweet shirt se bhi ziyada dekhaya gaya aur patla tha,1
tane banay uch to hai aur iss ka mad hay bohat herat angaiz hai,2
awsome hoodie mujhe order achi cheeze mili hain,2
umdah aur umdah achay miyaar,1
jaisa ke iss ki qeemat ka mawazna karen lekin acha nahi,1
iss hoodie aala miyaar bohat achay se mohabbat karta hon,2
ki tarseel hoodie ke herat angaiz miyaar iss se behtar nahi ho sakta tha usay pyar kya tum log daraz ka asasa ho bohat bohat shukriya intehai sifarish shuda,2
achi chez hai mujhy psnd hai aur keemat b kaam h kaafi,2
mein har sexy larke ko yeh khareedne ke liye bazyaft karta hon ke woh mujhe sexy sexy nazar ayen ge,1
chez achi hai service b achi h inn ki,0
mein order karta hon lekin un mein se aik ka rang badal gaya hai,0
mujhe cheeze pasand hain aur majmoi tor par masnoaat achi hai usay jari rakhen,2
mujhe jacket ka samaan aur fitting pasand hai,2
mein ne jo hukum diya wohi mila jo miyaar uch good tha aur koi harj nahi aur kaamil size ka rang acha aur kaamil hai,2
bohat achi jacket aur achay tane banay shukriya daraz,2
item design bilkul wohi nahi hai jis terhan paish kya gaya ho majmoi tor par achi lagti hai lekin jaib ke ko silna chahiye tha,0
item design bilkul wohi nahi hai jis terhan paish kya gaya ho majmoi tor par achi lagti hai lekin jaib ke ko silna chahiye tha,0
mein nay du ghrhyon ka order diya aur un mein se aik ko nuqsaan pouncha sanjeedgi se yeh baad tareen tajurbah tha,2
aik bohat hi munasib qeemat ke sath aik achi masnoaat,2
yeh mere liye aik achh experience tajurbah raha hai qeemat ke lehaz se iss numeral ka miyaar bhi acha tha miyaar bhi acha tha lehaza mein vaqata this yeh taqreeban stars setaaray doun ga miyaar aur hi wahid cheez thi jis ki kami thi,2
munasib qeemat par behtareen ail dd watch,2
qeemat ke silsilay mein masnoaat ke miyaar ke lehaz se iss gharri ke sath mera tajurbah achcha raha hai masnoaat khud miyaar ke lehaz se bhi bohat umdah hai aur yeh achi terhan se mohazab bhi nazar aati hai iss ki tadaad bhi kaafi numaya hai aur aap kar satke hain aasani se iss gharri ke sath waqt dekhen,2
yeh qmizin lajawab hain aur cheeze bohat achi hain yeh mujh par waqai naram mehsoos karti hain mujhe tamam rang waqai achh and aur roshan bhi maloom hotay hain mein iss mausam ke l single kuch aik tund shirt ki talaash kar raha tha aur daraz dot pi ke nai iss baat ko yakeeni banaya mein nai aur kahin nahi dekha bohat bohat shukriya larkoon,2
tamam shirts mein se yeh pack behtareen hai iss mein se aik intahi aram da aur pursukoon shirt mein se mujhe mil sakta hai aur woh mujhe dhoop mein bohat ziyada garam nahi banatay hain ya tu halki pan ka shukriya yeh paanchon rang waqai purkashish hain aur jab bhi dhotay hain tu un se chotay hi nahi hain mein isi miyaar ki tawaqqa kar raha tha jis ki farahmi hui thi lehaza mein mukammal tor par mutmaen hon,2
bht achi hyn thnx daraz,2
mein tawaqqa nahi kar raha tha ke un shirts ko yeh achh st lagaye jayen ge sach mein shirts ka miyaar bohat aaccha hai woh bohat aram da aur pursukoon aur halkay hain waqai mein sun hwa mehsoos karte hain mein tamam rangon se mutmaen hon agarchay safaid rang ka hai aik moti safaid se ziyada safaid,0
yeh qmizin sirf achh are hain itni saari nahi mein mujhe paish kiye jaany walay tane banay ke miyaar se mayoos tha kyun ke mein kisi se ziyada ghany ki tawaqqa kar raha tha aur yeh mehez kaghaz ki patli hai mujhe rang pasand hai lekin mujhe aisi shirts chahiye theen jo nazar ayen gi mujh par ahcha hai ziyada shirts ke neechay nahi kyunkay mein un ko sirf androoni ke tor par hi istemaal karsaktha hon,0
shirts ka miyaar heran kin hai aur mein iss ka madah ban gaya hon aisa naram mawaad jo khenchnay aur sahih foot nahi hota hai rang ke miyaar ka faisla sirf dhoney ke baad hoga,0
yeh shirts ka packet waqai uch i hai mujhe tawaqqa nahi thi ke woh un ke yeh achay foot honay ki umeed kar rahay hain lekin mujhe lagta hai ke aap logon ne mera size isharay par laga liya mujhe waqai tane banay pasand hain waqai naram aur kabhi kabhi mein un ko androoni tor par p hnta hon tu mein apni doosri qmizin barbaad nahi karta hon,0
bohat achay miyaar ki tea shirts iss ka foot aram da aur pursukoon size aur tane banay acha hai,2
bohat achay miyaar ki tea shirts iss ka foot aram da aur pursukoon size aur tane banay acha ha,0
wah oh wah mein tawaqqa nahi kar raha tha ke qeemat ke paish e nazar yeh qmizin iss ke achh be hon gi ab mein yeh keh sakta hon ke mein nay yeh qmizin saudey mein utaar di hain kyunkay yeh shirt bohat hi umdah tankay hue hain aur un ke rang waqai tar u tazah hain jab se mein hon un ko mil gaya mein nay apne aap ko taqreeban them har roz un mein se aik pehnay hue paaya woh mere liye sab se munasib uthnay ki terhan hain,2
numeral bayan ke mutabiq nahi thi balai safaid rang ka tha jo bohat taizi se ganda ho jata hai aur surmai se neechay bohat halka hota hai,2
mujhe yeh bohat pasand hai behtareen miyaar ke liye bohat bohat shukriya,2
ya upper us color ka nai h jo pic may tha,1
dekhn ie may acha hai stuff b acha h kaafi,2
bhot acha hai keemat b sai h,2
bilkul wohi nahi jo tasweer mein dekhaya gaya hai lekin kaafi acha hai rang gehra surmai nahi tha lekin siyah,2
bhot achi hoodie h iss keemat may,2
tasweer dikhayi gayi aur jis package ne mujhe masool kya woh bilkul hi badsurat tha aur yeh qabil libaas nahi hai,2
zahir shuda jacket ke bajaye mutabadil jacket mujhe pouncha di gayi,1
leather orignal nai h lakin ya acha h busy kny k lya,1
aisi qabil aetmaad aur qabil qader masnoaat paish karne ke liye daraz ka shukriya,2
yeh daraz par aik acha tajurbah hai naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hai lekin majmoi tor par har cheez kaamil hai aur dosaron ko intahi sifarish ki jati hai mein usay star ki daraja bandi karoon ga,0
mein waqai kapray aur khatam karna pasand karta hon lekin zip ke miyaar se mutmaen nahi hon,0
theek hai kaali bilkul durust hai kyunkay yeh waqai mein bohat achi fitting ke sath aram da hai lekin bhuri rang ki ooni aib daar hai aur iss ka size bohat chhota hai,2
pack mein dono jackets bohat achi theen mein un ko utaarna nahi chahta istemaal shuda mawaad intahi naram intahi garam aur bil akhir aram da aur pursukoon hai siyah aur dono jackets mein kaam karte hain bilkul kisi libaas ya ansoo ke baghair size bilkul mozoon hai aur isi terhan fitting bhi hai khaas tor par gardan kandhoon aur bazoun ke ird gird yakeeni tor par un jackets ko sifarish karne ka iradah karen,2
wsa nai h jsa pic may dekhya hai,1
mein ne design mein iss terhan ke miyaar ki thori si tabdeeli ki tawaqqa nahi ki hai lekin har baar daraz masnoaat ne mujhe mutmaen kardiya,0
achi hoodie h mujhy psnd hai,2
acha stuff hai sardiyo k lya acha h ya,2
mein ne design mein iss terhan ke miyaar ki thori si tabdeeli ki tawaqqa nahi ki hai lekin har baar daraz masnoaat ne mujhe mutmaen kardiya,0
bura nai h lakin design change hai,0
mawaad khofnaak hai aur rang siyah bhi nahi hai,1
acha hai aur wakt p b mil gya hai,2
achi aur mojizana tor par wohi shai mila jis ka mein nai hukum diya tha,0
miyaar bilkul bhi acha nahi tha taham qeemat ke mutabiq theek hai,2
khurdara miyaar yahan tak ke yeh samnay ki taraf se kharab hota hai jahan button mil jata hai aur koi wapsi kaghaz nahi mila ya mein iss ko wapas nahi kar sakta hon raqam ki zaroorat hai,0
zaati tor par mujhe yeh pasand hai yeh itna garam nahi hai aur nah hi yeh sardi ke l hit halka halka hai jacket bhi achi lagti hai jaisay kisi cheez par mein ramp par chalta hon waqai sajeela aur aram da bhi hai,2
yeh waqai jhaari daar lagta hai iss liye ke rang bohat halka hai aur tane banay ko ghata sun hwa mehsoos hota hai khush nahi,2
yeh sirf aik umdah kharidari hai kyunkay qeemat ke liye iss sajeela kara gharri ke sath sulooq karna waqai herat angaiz tha kyunkay iss ka ail dd display iss terhan kaam karta hai aur siyah paas manzar ke sath herat angaiz lagta hai yeh bhi halka phulka aur pahannay mein kaafi aram da tha,2
bhot achi chez hai sirf rup may,2
theek hai mein iss qayadat wali ghari se kaafi mutmaen hon qeemat waqai susti hai aur aik mah guzarnay ke bawajood bhi ghari ka miyaar itna aaccha nahi hai balkay iss qeemat ke liye jo mujhe aaccha lagta hai ghari par mojood hindsay kaafi numaya aur numaya bhi hain lehaza mein khush hon,2
mein ne un mein se ziyada tar thook mein kharedne ka maienay liya hai kyunkay qeemat ke lehaz se un ka miyaar waqai achcha hai majmoi tor par kara ki tarkeeb waqai bohat achi hai iss ka mazboot paidaar aur iss par kara lock hai jis ki wajah se yeh bantaa hai achh looking nazar anay ke sath sath kalayi ke charon taraf mehfooz honay mein bhi nazar aata hai gharri par ail dd light waqai roshan hai jis ki wajah se mein din bhar ki roshni mein bhi aasani se waqt dekh sakta hon rubber ki quality usay susti mehsoos nahi karti hai balkay iss se behtar tar bana deti hai khail khail jab intikhab karen,2
may intezar kar rhi ho pny order ka,0
yeh tea herat angaiz hain aur mein nay website par dekhty hue tamam rang bar waqat mujhe pouncha diye thay un shirts ke baray mein sab se achi baat yeh hai ke un sab ki yaksaa mozoon aur naram naram aram da tane banay hain jo iss mein nahi hain stret t mukammal aur mukammal tor par ihata karta hai daraz pk par bohat saaray pack mojood thay lekin mujhe yeh waqai muashi tor par mila hai,2
qamizoon ka acha pack waqai fori tarseel ke isharay ki tareef karta hon lekin mein iss ka miyaar behtar hona chahoon ga fi aal haal yeh mere khayal ke mutabiq nahi hai lekin yeh sahih size ka hai lekin rangeen miyaar bohat kharab hai,0
iss mein shirt achay miyaar ke hain iss mein koi shak nahi lekin sirf aik safaid kameez mein mamooli kaat nishaan ghaliban qanchi kaat tha,0
shirts ka miyaar waqai uch is hai jis ka size aur fitting bilkul theek aur theek hai lekin peelay rang ki bajaye mujhe aik peelay rang ki kameez mil gayi yeh sirf wohi cheez thi jo aam cheez se bahar thi warna mein iss kharidari se mutmaen hon,0
aap logon ke zareya shirts ki iss terhan ki naaqis kefiyat jo mujhe mili hai jab se mein nai usay nahi pehna hai mein iss se mutmaen nahi hon ke aap log jo paish kar rahay hain woh aaccha nahi hai,0
mein nai yeh packet apni mein bohat baar dekha hai lehaza mein nai agay barh kar garmiyon ke liye order diya lekin miyaar itna achchca nahi hai jitna mein nai iss ki tawaqqa ki thi yeh iss se behtar hota agar mawaad iss patli nah hota yeh halka pan achchca hai lekin istehkaam ka ansar kho deta hai,0
meri pehli online shopping mujhe herat zada herat angaiz kapron se hui jis ki mujhe umeed nahi thi peelay rang ke ilawa bhi rang bohat achay thay lekin iss ki wajah yeh hai ke mujhe peelay rang ki tea shirts pasand nahi hain lekin sirf mein qabil zikar quality tea shirts ka hona herat angaiz se ziyada hai,1
woh mujhe du kaali shirts bhaijtay hain neela gayab hai dosray aam hain,1
mein ny jo jacket order kya tha woh samnay ki jaybou se tha jo mujhe mila hai woh meri samajh se balatar hai kaam kaam iss mein feesad bhi nahi hai jis se mujhe poori dhoka dahi hui hai log aur daraz bekar hain,0
agar aap dastyab hon tu mein aap ko das sitara faraham karoon ga shukriya,2
miksikn ki shandaar patli jacket mein tasweer ke mutabiq yeh wusool karoon ga shukriya,2
shukriya ke mein yaqeen nahi karsaktha mujhe yeh online store se aap ki team nay qubool kya,1
ya hoodies achi hai,2
bhot kush ho khareed k bybeez sy,1
mein ne usay din mein haasil kya aur miyaar meri tawaqqa se bohat acha hai,2
pehli baar mein ne daraz se khareeda tha aur mein khidmat se mutmaen hon bohat umdah hai mein tawaqqa nahi kar raha tha ke yeh itna acha aur aram da hog,2
miyaar bohat achi premium lag rahi hai aisi achi bhejnay ka shukriya,2
chamra nahi tafseel app par sara sar ghalat hai,2
yeh acha hai lekin yeh itna brown nahi hai jitna tasweer dekhata hai,1
jab numeral aati hai to iss mein design aur rang ke kuch farq hotay hain jaisa ke tasweer mein dekhaya gaya hai taham mein usay istemaal kar raha hon aur usay daraz par wapas nahi karoon ga,2
umdah thori der se masool sun hwa lekin miyaar acha hai,0
bohat kharab miyaar chamray ki terhan nazar atay hain lekin asal mein dobarah mil jatay hain bilkul bhi garam nahi,0
yeh daraz par aik acha tajurbah hai naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hai lekin majmoi tor par har cheez kaamil hai aur dosaron ko intahi sifarish ki jati hai mein usay star ki daraja bandi karoon ga,0
iss ka miyaar bohat kharab hai tasweer mein dukhaay jane wala rang mukhtalif tha,2
mujhe waqai iss ka rang aur miyaar pasand hai,2
numeral achi hai fabric aur style bhi hai,2
yeh jacket khofnaak hai itni kaam miyaar ki jis ki mujhe tawaqqa nahi thi jacket bohat hi naaqis maadi samajh daar aur aqalmand dikhayi deti hai iss terhan nahi ke site par usay kis terhan dekhaya gaya tha,0
yeh nah tu bohat ahcha hai aur nah hi bura mein kisi hadd taq ost kahoon ga miyaar itna bara nahi hai lekin sath hi iss ki qeemat bhi kaafi munasib hai aur iss ke bawajood tane banay ko garam mehsoos hota hai,0
iss ne meri tawaquaat ko poori terhan se pura kya yeh garma garam aur miyaar mein acha hai,2
yeh jacket kahin bhi meri tawaquaat ke qareeb nahi thi mein neh socha tha ke kisi garam mawaad ki talaash mein yeh uch be hoga lekin design se le kar maday ka miyaar bohat kharab hai surmai rang aaccha lagta hai lekin mere paas jacket behtar hai,0
miyaar se khush nahi yeh waqai arzaan lagta hai kyun ke tane banay thora sa neechay pehna sun hwa mehsoos hota hai agarchay mein iss ke istemaal shuda cheezon ya kisi bhi cheez par yaqeen nahi rakhta hon kyunkay yeh munasib tor par bhari thi lekin khud usay pahannay aur dhuain jaany ki wajah se hi kyun hai apni basri appeal kho gayi hai,0
darmiyanay darjay ke size ka order den miyaar ko qabil bardasht tha usay mehsoos kya gaya tha ke agar usay utaarnay par thori sakhti khenchi jaye tu phatt jaye gi daku zip achha tha yeh qareeb se dekhnay mein araha tha aur baad tareen seenah se yeh darmiyanay size ke liye bhi sakht tha dosaron ke khilaaf jo iss ke paas hai,0
mujhy psnd h stuff ach h iss ka,0
ya cahi chez h iss keemat p,1
quality bhot achi nai lakin keemt k lihaz sy thek h,2
noon jacket bohat tang hai lekin herat angaiz nazar aa rahi hai,0
inho ny mujhy white kameez day hai yellow nai,0
unhon ne mujhe du tea shirts ke aik hi rang beje aur safaid aur neelay rang ka rang gayab hai,2
super se bi uper stars yaar buy kar lo sab,2
na proper charge karti hai na data transfer hota hai,1
best products un daraz real porducts jo log bolty hain ki daraz galat cheez send karta hi tu wo log bohat bari jhooty hain,2
bachon k lye acha hai screen size bara hai pura din cartoons dekhte hain battery bhi pura din aram se chalti hai,2
tab orignal ha korian ki bohat ci app ic mein mojood hain ur android version bohat purana ha jis ki waja sa bohat ci application nhi chal rahi hain baki baterry timing bohat achi ha ur display bhi acha ha,2
sahi hai bs itna acha nahi hai jitna maine socha tha isko fold karna bohat mushkil hai flexible hai lekin bohat hi hard hai yeh aram se nahi murta aur mjhse iske clips b toot gye thay phone laga raha tha tw aur ispe phone lagao tw phone off hojata hai qk power button press hota hai,0
bakwas ghatiya rd class kisi kaam ka nahi hay,0
jo add may dikha rahay hain us c bilkul chang hay ur rupees charges b liay halak karachi may delivery free likha hua hay kindly dont buy these,1
bohat zabardast,2
achha hay bs length kaam hay iski,2
case bhot alwa quality ka h aur earphones bhi bhot acha h,2
tdk ki apni hi awwaz h love it,2
mah ka powerbank hai tou kaafi mere liay lekin waisay mere phone ko bas aik baar hi charge karta hai price ke hisaab se sahi hqai lekin mujhe khud mah wala mangwana chayiey tha abhi tou yeh sahi kaam karraha hai lekin agar sirf phone laga dia tou baki equipment ko charge karna mushkil hojata hai,0
eay ordered one mi mah power bank for mi sister sun enough eay was again aat daraz pk tu order two more thay reason iss that thay power bank iss so much satisfying mi advertised aa conversion rate of which iss actually correct thay product iss just great with just one flaw which iss its sharp corners thay sharp corners scratched mi new phone,2
best product very cheap and very easy tu usay,2
just add more and bought mah battery,1
xiaomi iss coming up with soch fancy devices and everything seems tu bay affordable and aat thay same time have high end quality this power bank iss nu different very premium build fast charging and aa decent charging capacity all in all it iss simply perfect,1
bara solid performance wala power bank hai yeh mi wala charge bhi jaldi hojata hai aur phone ko bhi tezi se charge karta hai mien tou bara khush tha isko iustemal karke thora sa bhaari hai size ke hawale se lekin jaib mein lekar ghoom saktay hain aram se,0
bohat achi hai yar thanks,2
sahi bas h aur maza ki sound h,2
case bhot acha h aur awaz bhi bhot achi h,2
awaz bhot achi h aur bas bhi acha h highly recommended,2
mein ne buy keeiya hai honor c pro boht fast mobile and betry timing bhi boht zaida hai,2
dosto ab tk kisi ne online ya sell phone mangwaya price bhi btao kitne ka mangwaya aur kaisa chal raha ha plz,1
bara hi acha pack hai yaar yeh tw paison k lehaz se itni price may tw bs koi aik cheez hi aati hai lekin daraz se yeh dono mil rahi hai aur dono ki quality b mutasir kun hai glass protector bohat hi patla aurt clear hai achay se screen ko protect karta hai aur back cover itna soft hai aram se lag jata hai aur hatana chahoon tw hatana b koi muhskil nahi hai isse maain bohat matmaen hogya hon yeh khareed k koi dar nahi hota ab k phone pe scratches ajayenge ya pocket may rkhnga tw keys se screen kharab hogii,0
note ke liay yeh tou bilkul bhi acha nai hai back case ki cutting sahi nia ui wee aur quality bhi itni mazboot nai lagi mujhe glass protector se mein satisfied hon lekin back case se nai who itna khaas nai hai,1
yar best earphone h metal bhi real h aur weight bhi acha h audio may bas bhi acha h,2
mughy iss ki sound bhot achi lagi h aur iss may kaafi acha bas bhi h vocals bhi clear h thanks,2
mughy tu iss ki audio bhot passad h bas bhi acha h aur case bhi achi quality ka h,2
har lihaz se acha phone h,0
try telemart weha iss se susta price mein available hai yehe hi handset,0
acha material h aur metal bhi acha h bas bhi acha h thanks,2
audio clear h aur mughy ye bhot pasand h case bhi acha h,2
audio achi h aur pice bhi reasonable h,2
mughy iss price may iss se behtar deal nhi mili plus iss k sath caring case bhi h jo k aur koi offer nhi kar raha aur iss ki audio quality bhi bhot clear h metal bhi real usay kia hua h aur kaafi acha weight balance h in ka,2
fingerprint sensor na honi ki waja se koi nai ke raha,0
length bhi poori h aur strong bhi h cable thanx,1
mughy ye cable achi lagi kayon price bhi achi h aur mazboot cable h,2
bohat acha set hi,2
bhai iss ka front camera mp ha,1
kiya yeh jo shape ha yehi ha ya change ha please bataein,1
best mobile price bhi achi thi camera bhi acha hi front ur back dono mein portrait mood hi lock wise bhi piyara hi sab ko pasand aya,2
aqal k andhon note pro pro lgy hue ho pakistan maa iss ka naam change hua hai just hai yh note pro e redmi note pak maa hai ur dollar dakho iss hisaab sa bilkul fit price hai processor dakho cams dakho all in un good device,2
bakwas,0
lena ka koi fida nahi ha pasa zaya ha asa lagta bnda na bnyan pani ksm sa,0
achi suit hai price bhi fit hai,2
ghuu,1
jo jpg web site may lagi hi wasa nai hi baad,1
kamzor ankhon ke liay yeh bari achi aijaad hai ankhon pe isko pehnn ke zorr kaam parhta hai lens ki quality bhi achi hai aur labay chalne ki umeed rakhta hon kiunkay achi quality per mustamil hain yeh,2
eay got this watch yesterday boht boht boht zabardast watch ha daikhnay maa bhi boht piyari ha,2
although thay watch iss nice for its price and all bot eay expected its dial tu bay much bigger than it actually iss otherwise its great,2
bohat achi ghari hai iski tou price bhi bohata chee hai mere saray dostoun mein mujhse pocha iske baray mein meine tou abhi iske uper se sticker bhi nai utara iske leather ki quality se mein khush hoon bohat mazboot ghari hai aur bhari bhi itni nai hai,2
yeh ghari mashaallah bari achi lagi hai iska leather strap iske dial ka colour aur wazzan sab se mein mutmaeen hon iss se behtar ghari iss price mein nahin hai,2
bilkul acha nai hai socha tha magnetic locket hoga bot ye aik hi dafa toot gya nut good,0
concept tou bara acha hai bas agar quality bhi waisi ho tou bohata cha hota mein itna satisfied nai hon kiunkay chian ki qualty tou hai hi low lekin pendants bhi itnay mazedar nai lagaya aur size mien bhi thoray chotay lagay pehnnay hue tou hain lekin quality achi na honay ki wajah se mein agay kisi ko day nai sakta,0
very baad stuf many order kiya pic dakh k pyari lgy pic m lakin jb recieve ki ur khul k dakha andar landy ki sherts thi fzool h ya,0
ek trouser ki quality sahi hai ek ki bakwas,0
phli bar pahanay maa hay shirts salae sa phatna lag gai hain change mi review,1
ye wo ny hay jo show kiya gaya hay sb change hay hu,0
bohot outclass trousers hain mujhe toh iss tarah ke fitted trousers kabse chahiye thya laken yahan markets mein ya tou yeh bohot mehngay thay ya tou mil hi nahi rahay thay laken daraz pk par itnay zabardast price mein mere ghar pe deliver kardiye gaye yeh bohot zabardast hain inki fitting itni achi lagti hai pehn ke ke kia bataun bilkul jis tarah dikhaye gaye hainn ye wese hi hain bus ek baat hai ke ye kapra aram day tou hai laken ye garmiyon mein pehnna zara mushkil hai kyunkay thorha mota hai yeh kapra,2
trousers tou mashaallah se bohat achay hain hjaisay dikhaye thay waisay hi deliver kiye hain bohat aramday hain aik baar pehnkay sukoon mein bethe rahao colours bhi mujhe pasand aye inke blue aur neon green wala grey walay se behtar laga,2
sir iss quantity show nahi kar raha hay,1
product nice hai rate bhio munasib hain,2
shirts achi hain bot na tu wo colours hain jo dekhi thy aur na hi wo shirts jo order ki then bot jo ai hain wo b thek hi hain bot wekhaya kch ti aya kch,0
eay buy it dikhne may bilkul pic jesi hay bot fabric bht kharab ur stitching very baad first time may hi silai khul gai ur kapra bilkul dheela hogaya medium se large hogai very baad aybeez,0
butiful mal hai ye,1
size bhe sahi aya ha inshes chest mangwai thi hay ai ha ur iss ka ilawa stuff bhe acha ha well done daraz,0
mza aa gya bht awla shirts hain size bhi filkul fit,2
bht bura stuf tha ur item bhe gallt dia,0
in this price its good recommend tu others,2
aaj hay recive kia h parcel awesome design hai kapra b bohot acha hai kisi kisam ka koi issue nhe hai behtareen service,2
amazing offer love this,2
price ke hisaab se accra hay,1
overall its awsome price ke hisaab sa achi ha,0
thay issue eay faced was that thay black shirts fabric was nut good and it was looking like aas it has been washed while with grey shirt thay collar was poorly finished nu finishing it looked very ugly although grey one hadd good fabric bot stitching was nut good aas well,2
behtareen jesi yeh shirts yahan dikhai gai hain mjhe bilkul wohi receive hui hain na color mein koi difference hai na hi iske material may aur mjhe bohat pasand ai hain size aur fitting b accurate thi bilkul aur inki quality se mein kaafi khush aur mutmaeen hon,2
mujay bohat achi lagi hai ur eay like it kaafi bethr watch hai per packing good nahi thay mein samja packing achi ho gei per watch bohat achi thay,2
boht hay achi tshirts hain kapra bhi thek hai ur size bhi perfect mila hai,2
jab t shirts shuru may aein tu lafi achi lag rahi thi lekin kuch alag kapra tha ur kuch alag size bhi sab ka faraq th lekin koi nhi theek tha lekin jab mene pehni ur uske baad wash ki tu kapray ki maa bhen ek ho gai ur kapra pehnay k kabi bhi nhi raha sab tshirts ka yehi haal tha bilkul achi nahi thi dhulne k baad,0
maine ye apne ur apne dost ke liye mangwai thi ur mujhe yeh bohot pasand ai kyun ke sab se achi baat uski yeh lagi thi ke yeh bohot comfortable hai pehnnay mein ur raat ko pehnnay mein buri bhi nahi lagti jab mein inhe trousers pe pehnta hon,2
mein daraz ka bohot purana customer hon ur hamesha ki tarah iss baat bhi mera experience acha raha sab se achi cheez in shirts k baray mein yeh hai k price kaam hai lekin shirts ki quality bohat achi hai shirts ka kapra bohat halka hai aur naram b hai pehen k bohat hi sukoon milta hai aur mjhe saray yehi colors mile jo yahan dikhaye gaye hain aur sab asli mein b itnay hi achay hain jitne yahan lag rahay hain,2
kaafi acha sath dia north trip pe inhon ne while trekking upto fairy meadows,2
rates bohot munasib hain aur shirts behtareen,2
yeh pack of iss price ke hisaab se acha hai bus iss mein ek masla yeh hai ke saari tshirts same nahi hain thori thori alag hain jese ke inke galay kuch tshirts ke neck fit hain ur kuch ke thoray dheelay laken overall in paison mein mein kehna chahunga ke ye achi cheez hai ur comfortable bhi hain mein inhe aas aan inner pehnta hon ur bhbot achi hain,2
silent alarm ya vibrate alarm hi iss may subha uthny k liye,1
eay was quite satisfied with this productthe finishing and aesthetics were pretty decentnot great bot thay were acceptablethe functionality was great aas well aas all thay other things work which iss why eay aam quite happy with thay quality of this product,2
yar ye meine ye soch ke mangwayi thi ke mein jo running karta hon mujhe uska track record rahay roz ka laken iss mein ye masla hai ke jis cheez ke liye ye banai gai hai us kaam mein hi achi nahi hai iska display bilkul bright nahi hai dhoop mein kuch nazar nahi aata apko haath se shade dena parhta hai secondly yeh mobile se connect nai hora kyunkay iski app playstore pe hai hi nahi pata nai kahan se download karne ka bol raha tha tou mujhe yeh bilkul samajh nahi aya,0
eay aam totally satisfied with thay product quality bay sure tu get thay warranty card requested if you dont receive it along thay package eay requested daraz pk and thay are cooperative aas always apart from that if you dont usay thay bluetooth synced all thay time than battery will last for two three days happy with daraz pk only best online shopping store eay trust eay order once ur twice every month,2
bhetreen kapra hai kaam paiso maa,0
may ne isi pic ko daikh ker order kia tha daraz walo ne mere se cheating ki ha black ki jaga yellow baijhi ha,0
sab se achi cheez in shirts k baray mein yeh hai k price kaam hai lekin shirts ki quality bohat achi hai shirts ka kapra bohat halka hai aur naram b hai pehen k bohat hi sukoon milta hai aur mjhe saray yehi colors mile jo yahan dikhaye gaye hain aur sab asli mein b itnay hi achay hain jitne yahan lag rahay hain,2
iss ke baray faiday hain yeh band jab se meine lia hai mein bohat khush hon iss mein who sab kuch hai jo meine umeed ki thi aur battery life bari achi rahi hai jab bhi mein subah ya shaam jog ke liay nikalta hon tou ismein jo step counter aur heart rate monitor hai uski madad lekar apne aap ko jaanchta hon aur iss se yehi maloom hua ke aisay products ki bohat zaroorat hai logon mein,2
yeh fitness band bohat hi acha hai aur mere roz kaam aata hai iss ko subah subah jab jog pe jata hon tou pehn kar dekta hon ke kitne steps leye hain uske elawa quality bhi kaafi pasand aayi mujhe soft sa iska band hai aur health conscious logo ke liay ismein heart beat monitor bhi hai mera experience iss ke sath kaafi acha gaya ahi,2
mujhe tou yeh fitness band bohat pasand aya hai yeh tou mujhe har din update akrta rehta hai ke mera heartrate aur mere total steps saray calcultae karke show karta hai aur battery life bhi bohat zyada chalti hai iski,0
yeh getiit fitness band bari eham cheez hai iss se mein hamesha update rehta hon ismine mukhtalif setting sbhee hains sleep mode alarm mode notifications deta hai yeh bhi aur iski battery tou aik charge mein hi hafta chala leti hai,2
